du_size,batch_size,transfer_time,throughput
400,4,1.140,52449.123
400,4,1.142,52357.268
400,4,1.117,53529.096
400,4,1.186,50414.840
400,4,1.147,52129.032
400,4,0.964,62024.896
400,4,1.076,55568.773
400,4,1.171,51060.632
400,4,1.123,53243.099
400,4,1.151,51947.871
400,4,1.135,52680.176
450,1,3.252,18386.224
450,1,3.158,18933.502
450,1,3.189,18749.451
450,1,3.249,18403.201
450,1,2.647,22588.591
450,1,3.031,19726.823
450,1,3.153,18963.527
450,1,3.141,19035.976
450,1,2.739,21829.865
450,1,3.690,16203.794
450,1,3.265,18313.017
450,1,3.563,16781.364
450,1,3.815,15672.870
450,1,3.907,15303.814
450,1,3.541,16885.626
450,1,3.642,16417.353
450,1,3.912,15284.254
450,1,3.907,15303.814
450,1,3.937,15187.198
450,1,3.058,19552.649
450,1,3.668,16300.981
450,1,3.771,15855.741
450,1,3.624,16498.896
450,1,3.086,19375.243
450,1,3.834,15595.201
450,1,3.618,16526.258
450,1,3.964,15083.754
450,1,3.788,15784.583
450,1,3.662,16327.690
450,1,3.955,15118.078
450,1,3.655,16358.960
450,1,3.935,15194.917
450,1,3.880,15410.309
450,1,3.901,15327.352
450,1,4.027,14847.778
450,1,3.782,15809.625
450,1,4.032,14829.365
450,1,3.575,16725.035
450,1,3.974,15045.798
450,1,4.018,14881.035
450,1,3.580,16701.676
450,1,3.769,15864.155
450,1,3.925,15233.631
450,1,3.898,15339.148
450,1,3.907,15303.814
450,1,3.915,15272.542
450,1,3.053,19584.671
450,1,3.184,18778.894
450,1,3.946,15152.560
450,1,3.912,15284.254
450,1,3.870,15450.129
450,1,3.912,15284.254
450,1,3.896,15347.023
450,1,3.871,15446.138
450,1,3.785,15797.094
450,1,3.071,19469.880
450,1,3.571,16743.769
450,1,3.871,15446.138
450,1,3.352,17837.709
450,1,3.835,15591.134
450,1,3.601,16604.277
450,1,3.912,15284.254
450,1,3.788,15784.583
450,1,3.741,15982.892
450,1,3.668,16300.981
450,1,3.800,15734.737
450,1,3.912,15284.254
450,1,3.685,16225.780
450,1,3.791,15772.092
450,1,3.898,15339.148
450,1,3.854,15514.271
450,1,3.427,17447.330
450,1,3.500,17083.429
450,1,3.498,17093.196
450,1,3.032,19720.317
450,1,3.699,16164.369
450,1,3.200,18685.000
450,1,3.234,18488.559
450,1,3.210,18626.791
450,1,3.403,17570.379
450,1,3.700,16160.000
450,1,2.988,20010.710
450,1,2.642,22631.340
450,1,2.949,20275.348
450,1,3.044,19642.576
450,1,3.081,19406.686
450,1,3.043,19649.031
450,1,2.841,21046.111
450,1,3.038,19681.369
450,1,3.023,19779.027
450,1,3.020,19798.675
450,1,3.008,19877.660
450,1,2.864,20877.095
450,1,2.792,21415.473
450,1,2.727,21925.926
450,1,3.043,19649.031
450,1,3.024,19772.487
450,1,3.094,19325.145
450,1,2.553,23420.290
450,1,3.025,19765.950
450,2,1.492,40075.067
450,2,1.453,41150.723
450,2,1.606,37230.386
450,2,1.550,38575.484
450,2,1.563,38254.639
450,2,1.889,31652.726
450,2,1.846,32390.033
450,2,1.320,45296.970
450,2,1.541,38800.779
450,2,1.683,35527.035
450,2,2.064,28968.992
450,2,1.837,32548.721
450,2,1.727,34621.888
450,2,1.711,34945.646
450,2,1.711,34945.646
450,2,1.858,32180.840
450,2,2.171,27541.225
450,2,1.935,30900.258
450,2,1.778,33628.796
450,2,1.799,33236.242
450,2,1.638,36503.053
450,2,1.650,36237.576
450,2,1.648,36281.553
450,2,1.693,35317.188
450,2,1.697,35233.942
450,2,1.790,33403.352
450,2,1.762,33934.166
450,2,2.003,29851.223
450,2,1.722,34722.416
450,2,2.072,28857.143
450,2,2.148,27836.127
450,2,2.143,27901.073
450,2,1.898,31502.634
450,2,2.038,29338.567
450,2,1.700,35171.765
450,2,1.850,32320.000
450,2,2.064,28968.992
450,2,2.095,28540.334
450,2,2.140,27940.187
450,2,2.121,28190.476
450,2,2.154,27758.589
450,2,2.161,27668.672
450,2,2.019,29614.661
450,2,2.114,28283.822
450,2,2.045,29238.142
450,2,2.135,28005.621
450,2,2.118,28230.406
450,2,2.131,28058.189
450,2,2.124,28150.659
450,2,2.142,27914.099
450,2,2.116,28257.089
450,2,2.175,27490.575
450,2,2.238,26716.711
450,2,2.159,27694.303
450,2,2.140,27940.187
450,2,2.016,29658.730
450,2,2.139,27953.249
450,2,2.123,28163.919
450,2,2.251,26562.417
450,2,2.153,27771.482
450,2,2.115,28270.449
450,2,2.204,27128.857
450,2,2.105,28404.751
450,2,2.104,28418.251
450,2,2.305,25940.130
450,2,1.644,36369.830
450,2,1.343,44521.221
450,2,1.512,39544.974
450,2,1.541,38800.779
450,2,1.499,39887.925
450,2,1.381,43296.162
450,2,1.354,44159.527
450,2,1.548,38625.323
450,2,1.547,38650.291
450,2,1.449,41264.320
450,2,1.530,39079.739
450,2,1.427,41900.491
450,2,1.362,43900.147
450,2,1.612,37091.811
450,2,1.536,38927.083
450,2,1.627,36749.846
450,2,1.543,38750.486
450,2,1.576,37939.086
450,2,1.546,38675.291
450,2,1.567,38156.988
450,2,1.530,39079.739
450,2,1.554,38476.190
450,2,1.611,37114.836
450,2,1.718,34803.260
450,2,1.982,30167.508
450,2,2.120,28203.774
450,2,2.144,27888.060
450,2,2.129,28084.547
450,2,2.152,27784.387
450,2,2.083,28704.753
450,2,1.637,36525.351
450,2,1.535,38952.443
450,2,1.658,36062.726
450,2,1.551,38550.613
450,2,1.526,39182.176
450,4,1.035,57770.048
450,4,1.030,58050.485
450,4,1.026,58276.803
450,4,1.030,58050.485
450,4,1.086,55057.090
450,4,1.026,58276.803
450,4,1.017,58792.527
450,4,1.210,49414.876
450,4,1.160,51544.828
450,4,0.924,64709.957
450,4,0.922,64850.325
450,4,1.038,57603.083
450,4,1.014,58966.469
450,4,1.064,56195.489
450,4,0.969,61704.850
450,4,1.139,52495.171
450,4,1.044,57272.031
450,4,1.003,59613.161
450,4,1.060,56407.547
450,4,1.088,54955.882
450,4,1.094,54654.479
450,4,1.066,56090.056
450,4,1.190,50245.378
450,4,1.101,54306.994
450,4,1.211,49374.071
450,4,1.755,34069.516
450,4,1.229,48650.936
450,4,1.131,52866.490
450,4,1.388,43077.810
450,4,1.204,49661.130
450,4,1.040,57492.308
450,4,0.980,61012.245
450,4,1.246,47987.159
450,4,1.225,48809.796
450,4,1.220,49009.836
450,4,1.255,47643.028
450,4,1.162,51456.110
450,4,1.059,56460.812
450,4,1.148,52083.624
450,4,1.086,55057.090
450,4,0.966,61896.480
450,4,1.034,57825.919
450,4,1.027,58220.058
450,4,0.971,61577.755
450,4,0.983,60826.043
450,4,1.047,57107.927
450,4,1.053,56782.526
450,4,1.033,57881.897
450,4,0.938,63744.136
450,4,1.023,58447.703
450,4,1.038,57603.083
450,4,1.002,59672.655
450,4,0.950,62938.947
450,4,1.038,57603.083
450,4,1.058,56514.178
450,4,0.993,60213.494
450,4,1.139,52495.171
450,4,1.040,57492.308
450,4,1.039,57547.642
450,4,1.212,49333.333
450,4,1.270,47080.315
450,4,1.248,47910.256
450,4,1.228,48690.554
450,4,1.330,44956.391
450,4,1.242,48141.707
450,4,1.248,47910.256
450,4,1.109,53915.239
450,4,0.983,60826.043
450,4,0.941,63540.914
450,4,1.181,50628.281
450,4,1.222,48929.624
450,4,1.361,43932.403
450,4,1.242,48141.707
450,4,1.246,47987.159
450,4,1.291,46314.485
450,4,1.222,48929.624
450,4,1.225,48809.796
450,4,1.244,48064.309
450,4,1.237,48336.297
450,4,1.236,48375.405
450,4,1.327,45058.026
450,4,1.305,45817.625
450,4,1.230,48611.382
450,4,1.382,43264.834
450,4,1.102,54257.713
450,4,0.918,65132.898
450,4,1.039,57547.642
450,4,1.051,56890.580
450,4,1.111,53818.182
450,4,1.055,56674.882
450,4,1.046,57162.524
450,4,1.055,56674.882
450,4,1.033,57881.897
450,4,1.031,57994.180
450,4,1.049,56999.047
450,4,1.084,55158.672
450,4,1.040,57492.308
450,4,1.082,55260.628
450,4,1.079,55414.272
450,4,1.022,58504.892
500,1,2.861,20898.986
500,1,3.391,17632.557
500,1,3.537,16904.722
500,1,3.331,17950.165
500,1,2.363,25303.428
500,1,2.517,23755.264
500,1,3.247,18414.536
500,1,3.545,16866.573
500,1,3.776,15834.746
500,1,3.302,18107.813
500,1,3.320,18009.639
500,1,3.507,17049.330
500,1,3.037,19687.850
500,1,3.083,19394.097
500,1,3.850,15530.390
500,1,2.970,20131.987
500,1,3.029,19739.848
500,1,3.426,17452.423
500,1,3.411,17529.170
500,1,3.545,16866.573
500,1,3.547,16857.062
500,1,3.537,16904.722
500,1,3.643,16412.847
500,1,3.391,17632.557
500,1,3.264,18318.627
500,1,2.522,23708.168
500,1,2.666,22427.607
500,1,2.748,21758.370
500,1,2.673,22368.874
500,1,2.607,22935.175
500,1,2.691,22219.249
500,1,2.659,22486.649
500,1,2.672,22377.246
500,1,2.673,22368.874
500,1,2.636,22682.853
500,1,2.744,21790.087
500,1,2.734,21869.788
500,1,2.704,22112.426
500,1,2.504,23878.594
500,1,2.866,20862.526
500,1,2.485,24061.167
500,1,2.793,21407.805
500,1,3.058,19552.649
500,1,3.161,18915.533
500,1,2.889,20696.435
500,1,3.326,17977.150
500,1,3.567,16762.546
500,1,3.628,16480.706
500,1,3.205,18655.850
500,1,2.666,22427.607
500,1,3.382,17679.480
500,1,3.543,16876.094
500,1,2.574,23229.215
500,1,3.010,19864.452
500,1,2.852,20964.937
500,1,2.871,20826.193
500,1,2.864,20877.095
500,1,2.742,21805.981
500,1,2.645,22605.671
500,1,2.904,20589.532
500,1,3.495,17107.868
500,1,3.644,16408.342
500,1,3.412,17524.033
500,1,3.534,16919.072
500,1,3.576,16720.358
500,1,3.436,17401.630
500,1,3.883,15398.403
500,1,3.342,17891.083
500,1,3.414,17513.767
500,1,3.348,17859.020
500,1,3.311,18058.593
500,1,3.608,16572.062
500,1,3.574,16729.715
500,1,3.191,18737.700
500,1,3.416,17503.513
500,1,3.491,17127.471
500,1,3.448,17341.067
500,1,2.957,20220.494
500,1,3.498,17093.196
500,1,2.434,24565.325
500,1,2.050,29166.829
500,1,2.603,22970.419
500,1,2.684,22277.198
500,1,2.879,20768.322
500,1,2.757,21687.341
500,1,2.785,21469.300
500,1,2.850,20979.649
500,1,2.780,21507.914
500,1,3.031,19726.823
500,1,2.926,20434.723
500,1,3.446,17351.132
500,1,3.204,18661.673
500,1,3.591,16650.515
500,1,3.343,17885.731
500,1,3.358,17805.837
500,1,3.508,17044.470
500,1,3.627,16485.250
500,1,3.502,17073.672
500,1,3.796,15751.317
500,1,3.639,16430.888
500,2,1.974,30289.767
500,2,1.799,33236.242
500,2,1.645,36347.720
500,2,1.701,35151.088
500,2,2.046,29223.851
500,2,1.749,34186.392
500,2,1.949,30678.297
500,2,1.676,35675.418
500,2,1.646,36325.638
500,2,1.601,37346.658
500,2,1.735,34462.248
500,2,1.938,30852.425
500,2,1.905,31386.877
500,2,1.930,30980.311
500,2,1.918,31174.140
500,2,1.921,31125.455
500,2,1.609,37160.970
500,2,1.415,42255.830
500,2,1.407,42496.091
500,2,1.516,39440.633
500,2,1.550,38575.484
500,2,1.813,32979.592
500,2,1.722,34722.416
500,2,1.773,33723.632
500,2,1.815,32943.251
500,2,1.639,36480.781
500,2,1.881,31787.347
500,2,1.541,38800.779
500,2,1.266,47229.068
500,2,1.273,46969.364
500,2,1.330,44956.391
500,2,1.375,43485.091
500,2,1.544,38725.389
500,2,1.437,41608.907
500,2,1.494,40021.419
500,2,1.573,38011.443
500,2,1.374,43516.739
500,2,1.600,37370.000
500,2,1.570,38084.076
500,2,1.423,42018.271
500,2,1.407,42496.091
500,2,1.840,32495.652
500,2,1.590,37605.031
500,2,1.804,33144.124
500,2,1.621,36885.873
500,2,1.400,42708.571
500,2,1.400,42708.571
500,2,1.462,40897.401
500,2,1.409,42435.770
500,2,1.387,43108.868
500,2,1.387,43108.868
500,2,1.544,38725.389
500,2,1.708,35007.026
500,2,1.787,33459.429
500,2,1.900,31469.474
500,2,1.792,33366.071
500,2,1.881,31787.347
500,2,1.748,34205.950
500,2,1.558,38377.407
500,2,1.847,32372.496
500,2,1.882,31770.457
500,2,1.546,38675.291
500,2,1.545,38700.324
500,2,1.838,32531.012
500,2,1.866,32042.872
500,2,1.729,34581.839
500,2,1.706,35048.066
500,2,1.680,35590.476
500,2,1.674,35718.041
500,2,1.696,35254.717
500,2,1.685,35484.866
500,2,1.904,31403.361
500,2,1.942,30788.877
500,2,1.716,34843.823
500,2,1.920,31141.667
500,2,1.931,30964.267
500,2,1.986,30106.747
500,2,1.837,32548.721
500,2,1.923,31093.084
500,2,1.868,32008.565
500,2,1.699,35192.466
500,2,1.825,32762.740
500,2,1.690,35379.882
500,2,1.732,34521.940
500,2,1.702,35130.435
500,2,1.732,34521.940
500,2,1.876,31872.068
500,2,1.860,32146.237
500,2,1.939,30836.514
500,2,2.029,29468.704
500,2,1.935,30900.258
500,2,1.901,31452.920
500,2,1.933,30932.230
500,2,1.815,32943.251
500,2,1.604,37276.808
500,2,1.456,41065.934
500,2,1.544,38725.389
500,2,1.224,48849.673
500,2,1.260,47453.968
500,2,1.347,44389.013
500,4,0.818,73095.355
500,4,0.828,72212.560
500,4,0.917,65203.926
500,4,0.913,65489.595
500,4,0.850,70343.529
500,4,0.917,65203.926
500,4,0.963,62089.304
500,4,0.952,62806.723
500,4,0.919,65062.024
500,4,0.930,64292.473
500,4,0.929,64361.679
500,4,1.107,54012.647
500,4,1.345,44455.019
500,4,1.042,57381.958
500,4,0.921,64920.738
500,4,0.971,61577.755
500,4,0.869,68805.524
500,4,0.956,62543.933
500,4,0.972,61514.403
500,4,0.873,68490.263
500,4,0.831,71951.865
500,4,0.886,67485.327
500,4,0.935,63948.663
500,4,0.990,60395.960
500,4,0.924,64709.957
500,4,0.917,65203.926
500,4,0.939,63676.251
500,4,0.986,60640.974
500,4,0.974,61388.090
500,4,1.009,59258.672
500,4,0.872,68568.807
500,4,0.840,71180.952
500,4,1.067,56037.488
500,4,0.878,68100.228
500,4,0.868,68884.793
500,4,0.837,71436.081
500,4,0.821,72828.258
500,4,0.849,70426.384
500,4,0.865,69123.699
500,4,0.899,66509.455
500,4,0.924,64709.957
500,4,0.924,64709.957
500,4,1.191,50203.191
500,4,1.170,51104.274
500,4,1.031,57994.180
500,4,1.093,54704.483
500,4,1.068,55985.019
500,4,0.923,64780.065
500,4,0.891,67106.622
500,4,0.911,65633.370
500,4,0.850,70343.529
500,4,0.887,67409.245
500,4,0.862,69364.269
500,4,0.880,67945.455
500,4,0.897,66657.748
500,4,0.918,65132.898
500,4,0.892,67031.390
500,4,0.887,67409.245
500,4,0.931,64223.416
500,4,1.002,59672.655
500,4,0.889,67257.593
500,4,0.833,71779.112
500,4,0.876,68255.708
500,4,0.914,65417.943
500,4,0.924,64709.957
500,4,0.922,64850.325
500,4,0.981,60950.051
500,4,0.914,65417.943
500,4,0.860,69525.581
500,4,0.938,63744.136
500,4,0.921,64920.738
500,4,0.916,65275.109
500,4,0.942,63473.461
500,4,0.862,69364.269
500,4,0.831,71951.865
500,4,0.903,66214.839
500,4,0.916,65275.109
500,4,0.935,63948.663
500,4,0.928,64431.034
500,4,0.937,63812.166
500,4,0.933,64085.745
500,4,0.935,63948.663
500,4,0.928,64431.034
500,4,0.944,63338.983
500,4,1.090,54855.046
500,4,1.217,49130.649
500,4,1.130,52913.274
500,4,1.171,51060.632
500,4,1.182,50585.448
500,4,1.078,55465.677
500,4,1.120,53385.714
500,4,1.189,50287.637
500,4,1.191,50203.191
500,4,1.123,53243.099
500,4,1.199,49868.224
500,4,1.099,54405.823
500,4,1.120,53385.714
500,4,1.181,50628.281
500,4,1.181,50628.281
500,4,1.129,52960.142
550,1,2.885,20725.130
550,1,2.516,23764.706
550,1,2.510,23821.514
550,1,2.487,24041.817
550,1,2.639,22657.067
550,1,2.416,24748.344
550,1,2.245,26633.408
550,1,2.397,24944.514
550,1,2.571,23256.320
550,1,2.791,21423.146
550,1,2.154,27758.589
550,1,2.422,24687.036
550,1,2.555,23401.957
550,1,2.143,27901.073
550,1,2.317,25805.783
550,1,2.406,24851.205
550,1,2.427,24636.176
550,1,2.404,24871.880
550,1,2.658,22495.109
550,1,2.461,24295.815
550,1,2.134,28018.744
550,1,2.244,26645.276
550,1,2.461,24295.815
550,1,2.493,23983.955
550,1,2.485,24061.167
550,1,2.604,22961.598
550,1,2.566,23301.637
550,1,2.222,26909.091
550,1,2.320,25772.414
550,1,2.475,24158.384
550,1,2.337,25584.938
550,1,2.491,24003.212
550,1,2.315,25828.078
550,1,2.317,25805.783
550,1,2.449,24414.863
550,1,2.286,26155.731
550,1,2.448,24424.837
550,1,2.512,23802.548
550,1,2.355,25389.384
550,1,2.495,23964.729
550,1,2.317,25805.783
550,1,2.333,25628.804
550,1,2.481,24099.960
550,1,2.383,25091.062
550,1,2.497,23945.535
550,1,2.329,25672.821
550,1,2.498,23935.949
550,1,2.486,24051.488
550,1,2.496,23955.128
550,1,2.487,24041.817
550,1,2.495,23964.729
550,1,2.545,23493.910
550,1,2.489,24022.499
550,1,2.500,23916.800
550,1,2.495,23964.729
550,1,2.487,24041.817
550,1,2.494,23974.338
550,1,2.488,24032.154
550,1,2.493,23983.955
550,1,2.586,23121.423
550,1,2.539,23549.429
550,1,2.499,23926.371
550,1,2.500,23916.800
550,1,2.480,24109.677
550,1,2.485,24061.167
550,1,2.496,23955.128
550,1,2.483,24080.548
550,1,2.490,24012.851
550,1,2.539,23549.429
550,1,2.479,24119.403
550,1,2.516,23764.706
550,1,2.485,24061.167
550,1,2.488,24032.154
550,1,2.498,23935.949
550,1,2.495,23964.729
550,1,2.509,23831.008
550,1,2.480,24109.677
550,1,2.549,23457.042
550,1,2.498,23935.949
550,1,2.482,24090.250
550,1,2.520,23726.984
550,1,2.506,23859.537
550,1,2.482,24090.250
550,1,2.515,23774.155
550,1,2.517,23755.264
550,1,2.489,24022.499
550,1,2.690,22227.509
550,1,2.538,23558.708
550,1,2.436,24545.156
550,1,3.122,19151.826
550,1,3.229,18517.188
550,1,3.167,18879.697
550,1,3.301,18113.299
550,1,2.871,20826.193
550,1,2.939,20344.335
550,1,3.281,18223.712
550,1,3.280,18229.268
550,1,3.113,19207.196
550,1,3.096,19312.661
550,1,3.311,18058.593
550,2,1.789,33422.023
550,2,1.797,33273.233
550,2,1.590,37605.031
550,2,2.006,29806.580
550,2,1.691,35358.959
550,2,1.558,38377.407
550,2,2.490,24012.851
550,2,1.279,46749.023
550,2,0.975,61325.128
550,2,1.135,52680.176
550,2,1.080,55362.963
550,2,1.195,50035.146
550,2,0.982,60887.984
550,2,0.992,60274.194
550,2,0.997,59971.916
550,2,1.007,59376.365
550,2,1.057,56567.644
550,2,1.125,53148.444
550,2,1.030,58050.485
550,2,1.011,59141.444
550,2,1.119,53433.423
550,2,1.107,54012.647
550,2,1.051,56890.580
550,2,1.010,59200.000
550,2,1.008,59317.460
550,2,1.008,59317.460
550,2,1.001,59732.268
550,2,1.024,58390.625
550,2,1.096,54554.745
550,2,1.019,58677.134
550,2,1.280,46712.500
550,2,1.136,52633.803
550,2,0.885,67561.582
550,2,0.715,83625.175
550,2,0.725,82471.724
550,2,0.931,64223.416
550,2,0.780,76656.410
550,2,0.765,78159.477
550,2,0.695,86031.655
550,2,0.694,86155.620
550,2,0.760,78673.684
550,2,1.010,59200.000
550,2,0.887,67409.245
550,2,0.713,83859.748
550,2,0.724,82585.635
550,2,0.780,76656.410
550,2,0.858,69687.646
550,2,1.038,57603.083
550,2,0.918,65132.898
550,2,0.852,70178.404
550,2,0.978,61137.014
550,2,0.894,66881.432
550,2,0.741,80690.958
550,2,0.725,82471.724
550,2,0.776,77051.546
550,2,0.701,85295.292
550,2,0.693,86279.942
550,2,0.701,85295.292
550,2,0.710,84214.085
550,2,0.720,83044.444
550,2,0.710,84214.085
550,2,0.720,83044.444
550,2,0.749,79829.105
550,2,0.736,81239.130
550,2,0.740,80800.000
550,2,0.749,79829.105
550,2,0.735,81349.660
550,2,0.736,81239.130
550,2,0.745,80257.718
550,2,0.740,80800.000
550,2,0.774,77250.646
550,2,0.764,78261.780
550,2,0.743,80473.755
550,2,0.740,80800.000
550,2,0.738,81018.970
550,2,0.751,79616.511
550,2,0.738,81018.970
550,2,0.817,73184.823
550,2,0.885,67561.582
550,2,0.999,59851.852
550,2,0.759,78777.339
550,2,0.752,79510.638
550,2,0.748,79935.829
550,2,0.743,80473.755
550,2,0.744,80365.591
550,2,0.857,69768.961
550,2,1.038,57603.083
550,2,0.962,62153.846
550,2,0.783,76362.708
550,2,0.743,80473.755
550,2,0.744,80365.591
550,2,0.812,73635.468
550,2,0.710,84214.085
550,2,0.738,81018.970
550,2,0.766,78057.441
550,2,0.729,82019.204
550,2,0.793,75399.748
550,2,0.883,67714.609
550,2,1.034,57825.919
550,2,1.029,58106.900
550,4,0.718,83275.766
550,4,0.702,85173.789
550,4,0.417,143386.091
550,4,0.413,144774.818
550,4,0.421,142023.753
550,4,0.488,122524.590
550,4,0.422,141687.204
550,4,0.420,142361.905
550,4,0.421,142023.753
550,4,0.420,142361.905
550,4,0.419,142701.671
550,4,0.422,141687.204
550,4,0.418,143043.062
550,4,0.417,143386.091
550,4,0.440,135890.909
550,4,0.455,131410.989
550,4,0.419,142701.671
550,4,0.424,141018.868
550,4,0.421,142023.753
550,4,0.417,143386.091
550,4,0.418,143043.062
550,4,0.419,142701.671
550,4,0.441,135582.766
550,4,0.422,141687.204
550,4,0.436,137137.615
550,4,0.420,142361.905
550,4,0.479,124826.722
550,4,0.689,86780.842
550,4,0.613,97539.967
550,4,0.623,95974.318
550,4,0.506,118166.008
550,4,0.647,92414.219
550,4,0.503,118870.775
550,4,0.522,114544.061
550,4,0.417,143386.091
550,4,0.420,142361.905
550,4,0.417,143386.091
550,4,0.409,146190.709
550,4,0.410,145834.146
550,4,0.469,127488.273
550,4,0.412,145126.214
550,4,0.412,145126.214
550,4,0.413,144774.818
550,4,0.413,144774.818
550,4,0.417,143386.091
550,4,0.421,142023.753
550,4,0.420,142361.905
550,4,0.424,141018.868
550,4,0.451,132576.497
550,4,0.431,138728.538
550,4,0.419,142701.671
550,4,0.422,141687.204
550,4,0.422,141687.204
550,4,0.421,142023.753
550,4,0.460,129982.609
550,4,0.452,132283.186
550,4,0.524,114106.870
550,4,0.537,111344.507
550,4,0.540,110725.926
550,4,0.500,119584.000
550,4,0.470,127217.021
550,4,0.422,141687.204
550,4,0.425,140687.059
550,4,0.421,142023.753
550,4,0.419,142701.671
550,4,0.463,129140.389
550,4,0.451,132576.497
550,4,0.408,146549.020
550,4,0.400,149480.000
550,4,0.399,149854.637
550,4,0.640,93425.000
550,4,0.602,99322.259
550,4,0.566,105639.576
550,4,0.444,134666.667
550,4,0.416,143730.769
550,4,0.407,146909.091
550,4,0.405,147634.568
550,4,0.400,149480.000
550,4,0.399,149854.637
550,4,0.410,145834.146
550,4,0.407,146909.091
550,4,0.404,148000.000
550,4,0.424,141018.868
550,4,0.416,143730.769
550,4,0.409,146190.709
550,4,0.409,146190.709
550,4,0.410,145834.146
550,4,0.424,141018.868
550,4,0.421,142023.753
550,4,0.419,142701.671
550,4,0.665,89912.782
550,4,0.731,81794.802
550,4,0.772,77450.777
550,4,0.703,85052.632
550,4,0.443,134970.655
550,4,0.439,136200.456
550,4,0.407,146909.091
550,4,0.409,146190.709
550,4,0.416,143730.769
550,4,0.491,121775.967
600,1,1.481,40372.721
600,1,1.421,42077.410
600,1,1.262,47378.764
600,1,1.225,48809.796
600,1,1.242,48141.707
600,1,1.242,48141.707
600,1,1.224,48849.673
600,1,1.545,38700.324
600,1,1.760,33972.727
600,1,1.670,35803.593
600,1,1.653,36171.809
600,1,1.575,37963.175
600,1,1.226,48769.984
600,1,1.218,49090.312
600,1,1.206,49578.773
600,1,1.422,42047.820
600,1,1.545,38700.324
600,1,1.334,44821.589
600,1,1.594,37510.665
600,1,1.423,42018.271
600,1,1.530,39079.739
600,1,1.473,40591.989
600,1,1.251,47795.364
600,1,1.233,48493.106
600,1,1.385,43171.119
600,1,1.367,43739.576
600,1,1.213,49292.663
600,1,1.232,48532.468
600,1,1.249,47871.898
600,1,1.225,48809.796
600,1,1.250,47833.600
600,1,1.249,47871.898
600,1,1.577,37915.029
600,1,1.308,45712.538
600,1,1.243,48102.977
600,1,1.226,48769.984
600,1,1.447,41321.355
600,1,1.302,45923.195
600,1,1.217,49130.649
600,1,1.221,48969.697
600,1,1.415,42255.830
600,1,1.578,37891.001
600,1,1.310,45642.748
600,1,1.249,47871.898
600,1,1.232,48532.468
600,1,1.222,48929.624
600,1,1.243,48102.977
600,1,1.226,48769.984
600,1,1.607,37207.218
600,1,1.371,43611.962
600,1,1.276,46858.934
600,1,1.225,48809.796
600,1,1.247,47948.677
600,1,1.393,42923.187
600,1,1.252,47757.188
600,1,1.454,41122.421
600,1,1.213,49292.663
600,1,1.232,48532.468
600,1,1.237,48336.297
600,1,1.282,46639.626
600,1,1.225,48809.796
600,1,1.250,47833.600
600,1,1.224,48849.673
600,1,1.224,48849.673
600,1,1.221,48969.697
600,1,1.242,48141.707
600,1,1.225,48809.796
600,1,1.258,47529.412
600,1,1.579,37867.004
600,1,1.576,37939.086
600,1,1.604,37276.808
600,1,1.581,37819.102
600,1,1.580,37843.038
600,1,1.709,34986.542
600,1,1.610,37137.888
600,1,1.608,37184.080
600,1,1.663,35954.299
600,1,1.577,37915.029
600,1,1.606,37230.386
600,1,1.599,37393.371
600,1,1.622,36863.132
600,1,1.595,37487.147
600,1,1.589,37628.697
600,1,1.609,37160.970
600,1,1.640,36458.537
600,1,1.600,37370.000
600,1,1.376,43453.488
600,1,1.909,31321.111
600,1,1.743,34304.073
600,1,1.727,34621.888
600,1,1.552,38525.773
600,1,1.234,48453.809
600,1,1.240,48219.355
600,1,1.325,45126.038
600,1,1.233,48493.106
600,1,1.295,46171.429
600,1,1.365,43803.663
600,1,1.450,41235.862
600,1,1.304,45852.761
600,1,1.358,44029.455
600,2,0.682,87671.554
600,2,0.740,80800.000
600,2,0.690,86655.072
600,2,0.696,85908.046
600,2,0.704,84931.818
600,2,0.690,86655.072
600,2,0.681,87800.294
600,2,0.685,87287.591
600,2,0.687,87033.479
600,2,0.702,85173.789
600,2,0.735,81349.660
600,2,0.677,88319.055
600,2,0.678,88188.791
600,2,0.680,87929.412
600,2,0.679,88058.910
600,2,0.712,83977.528
600,2,0.680,87929.412
600,2,0.799,74833.542
600,2,0.851,70260.870
600,2,0.798,74927.318
600,2,0.798,74927.318
600,2,0.848,70509.434
600,2,0.867,68964.245
600,2,0.750,79722.667
600,2,0.787,75974.587
600,2,0.811,73726.264
600,2,0.774,77250.646
600,2,0.836,71521.531
600,2,0.785,76168.153
600,2,0.778,76853.470
600,2,0.796,75115.578
600,2,0.805,74275.776
600,2,0.772,77450.777
600,2,0.758,78881.266
600,2,0.774,77250.646
600,2,0.911,65633.370
600,2,0.780,76656.410
600,2,0.835,71607.186
600,2,0.808,74000.000
600,2,0.737,81128.901
600,2,0.778,76853.470
600,2,0.782,76460.358
600,2,0.774,77250.646
600,2,0.778,76853.470
600,2,0.832,71865.385
600,2,1.019,58677.134
600,2,1.027,58220.058
600,2,0.838,71350.835
600,2,0.871,68647.532
600,2,1.023,58447.703
600,2,0.931,64223.416
600,2,1.067,56037.488
600,2,0.798,74927.318
600,2,0.794,75304.786
600,2,0.743,80473.755
600,2,0.721,82929.265
600,2,0.716,83508.380
600,2,0.774,77250.646
600,2,1.097,54505.014
600,2,0.840,71180.952
600,2,0.797,75021.330
600,2,0.773,77350.582
600,2,0.810,73817.284
600,2,0.802,74553.616
